Date,Title,Short Note
2007-07-26,銀行的CHEX記錄系統,
2007-07-25,最好的529儲蓄計劃, 許多父母喜歡利用529儲蓄帳戶，去準備子女將來大學教育經費。529帳戶主要的稅務好處，是將來提取時假如款項是作大學教育用途，所有的收入都可以免聯邦和州稅。假如子女年紀很輕，儲蓄的時間比較長，帳戶收入免稅的好處也比較大。              大多數州為了鼓勵居民利用529計劃作儲蓄，另外給予在州報稅表上扣稅的優惠；有些州(例如﹕紐約州，密歇根州等)有扣稅上限，通常是幾千元至一萬元，但亦有一些州（例如伊利諾州、科拉羅多州等）是沒有上限的，即父母當年存入的金額可以全數在州報稅表扣稅。小數州(包括﹕加州、新澤西州、夏威夷州等)暫時沒有州扣稅優惠。              假如自己的州有扣稅優惠，當然應該選擇自己州的529計劃，但住在沒有扣稅優惠州份的父母，是可以自由選擇任何州的529計劃，他們應該比較一下不同529計劃的費用和投資表現。兩年前MONEY雜誌作了一個分析，去選出全國最好的529計劃，這個報告可以到MONEY.COM網址或本人網頁閱讀。
2007-07-24,無故接到追債信件, 有些讀者會突然收到追債公司的信，信上的地址是正確的，但名字可能是正確，亦可能有些微差別，信件內容是向您追討欠債。除了信件之外，您亦可能會收到追債公司電話。可是，您沒有欠下這筆款項，甚至與那家債主公司完全沒有任何商業來往，這到底是什麼一回事呢？              第一個可能性，是有人盜用了您的個人身份，然後欠下債務後沒有按時付款。所以您應該到WWW.ANNUALCREDITREPORT.COM網站取一份免費信用報告，看看是否有身份被盜用的情況。假如有的話，便馬上要向追債公司或債主公司聯絡。              假如在信用報告上找不到這筆欠賬，便大多數未有被盜用身份。原來有些追債公司在未能與欠債人聯絡的情況下，會來一招「漁翁撒網」，發信或致電給同一地區姓名相同或相近的人士，希望藉此可以找到真正的欠債人。假如信用報告上沒有這筆欠賬，您便可以不理會這類電話或信件，通常一段短時間之後便您不會再接到這類通知。
2007-07-23,夫婦只有一人擁有產權, 每一個人出售物業之前五年之內，只要擁有該物業起碼兩年，並且以該物業作為主要住宅起碼兩年，便可享有二十五萬元資金增值免稅額。假如物業擁有人是一對夫婦，稅例對擁有權的規定是更為寬鬆的，夫婦只要兩個人當中的一位曾經有兩年擁有權，便有可能夫婦兩個人獲得免稅額，即共五十萬元免金額。              舉個例，一個物業只由夫婦其中一個人擁有起碼兩年，只要他們符合以下全部條件，便可以有五十萬元免稅額﹕他們是夫婦關係，並且在當年將會共同報稅；兩個人都起碼在該物業住了兩年或以上；兩個人都沒有在過去兩年內享用過這個免稅優惠。              最近見到一個實例，一對夫婦剛結婚，但他們婚前已經同居超過兩年，物業只由其中一個人擁有，他們一結婚便馬上可以得到五十萬免稅額，因為他們兩個人都在該物業住了兩年以上，今年亦會以夫婦身份共同報稅，所以一結婚便已經符合免稅規定。
2007-07-20,免稅提取退休金, 雖然當事人在收到通知書之後，可以透過其律師向SEC提出回應，藉此希望可以不獲起訴，但事實上許多當事人都不願意作回應，除非是有些明顯的事實不符之處，因為恐怕影響將來在法庭上為自己辯護。          在個人退休帳戶(IRA)的資金，只要是從未成為要繳稅的收入，將來作提取時都需要付稅；即使帳戶由後人繼承，都沒有辦法避免要付稅。        可是，假如作提取的那一年收入很低，便有可能免稅作提取，因為每一個納稅人都有免稅金額，今年每一個人的個人豁免額是$3400，另再加上起碼$5350標準扣稅額，即一個人的免稅金額是 $8750，夫婦的免稅金額是$17500。假如夫婦當中一個人超過六十五歲，可再加$1050免稅額，兩個人都超過六十五歲，加$2100 免稅額，即共差不多二萬元收入是免稅的。只要提取的退休金加上其他收入不超過免稅金額，便無需付稅。              ROTH IRA的本金，是任何時候作提取都無需繳稅，也沒有罰金，故此，有IRA存款的朋友，趁著收入低的那一年將普通退休帳戶存款轉為ROTH IRA，即等於將來作提取時可免稅。              假如普通IRA帳戶內包括曾扣稅的IRA與不曾扣稅的IRA （NON-DEDUCTIBLE IRA），便要注意將來作提取或轉為ROTH IRA，都是要按二種IRA的比例計算，即假如二種IRA各佔一半，您提取或轉到ROTH IRA的每一元都當是一半來自曾扣稅的IRA，另一半來自不曾扣稅的IRA。
2007-07-19,香港銀行家接到通知書, 最近美國證監處(SEC)向香港一名著名的銀行家發出一份WELLS NOTICE(威爾士通知書)，準備向司法部門推薦提出檢控，涉及的是內幕交易法例；這份通知書通常是證監處在經過詳細調查之後決定的，往往是作民事或刑事起訴的正式開始，通知書內說明被懷疑違反的法律條款。這個通知書雖然本身不是起訴書，但由於是正式起訴的前奏，故接到這個通知是一件嚴重的事，必須由資深的律師處理。  這份通知書被稱為WELLS NOTICE，是因為在1972年之前，SEC要起訴一個人之前，是不會發出任何通知，也不讓當事人有機會在被起訴前申辯，成為一個一面倒的情況。1972年SEC主席CASEY先生成立了一個小組，由JOHN WELLS先生主領，去研究如何改善處理。小組後來建議在未作起訴之前，應該先通知當事人，並給予機會作出回應，後來SEC通過了這項改革，這份通知書便稱為WELLS NOTICE，當事人的回應則稱為WELLS SUBMISSION。  
2007-07-18,國外物業認證問題, 在美國遺產認證(PROBATE)是可以完全避免的，擁有房地產的讀者，只要生前做好準備，其中一個避免認證的好方法，是委托律師設立一個「生前信托」；此外，有幾種產權擁有方式，包括JOINT TENANCY等，都可以自動由後人繼承，沒有認證手續。  美國居民或公民假如在香港擁有房地產，是否需要通過認證呢？有沒有好像「生前信托」之類的遺產規劃工具，可以避免認證過程呢？原來香港是沒有「生前信托」這種工具的，在美國已經設立信托當然在香港不管用，即使要在香港成立生前信托，也是不可能的。  夫婦共同擁有物業，在第一人過世後，轉名手續比較簡單，但假如房地產是由一個人擁有，即使有留下遺囑，也一樣需要通過律師辦理認證手續。此外，假如該物業有房屋抵押貸款的話，必須通知銀行重新辦理貸款手續。  不過，香港自從2006年開始，已經取消遺產稅。
2007-07-17,外國人與社會安全稅,
2007-07-16,居住海外與社安退休金, 退休之後假如決定遷居到國外，例如搬到香港或中國定居，假定已經擁有起碼四十季度點數，是否可以繼續在國外領取社會安全退休金呢？              假如您是美國公民，只要不是定居在古巴或北韓，即使長期在海外居住，都可以要求政府，按月將退休金寄到國外的地址；如果銀行帳戶設在香港或日本，政府更可以將退休金，以自動轉帳方式送到戶口內，但設在其他亞洲國家的銀行帳戶則不能自動轉帳。              假如您不是美國公民，便有可能無法在海外取得社安退休金。這個條例有一些例外的情況。有一些國家的公民，長期居住在海外也可以領取社安退休金，但中國、香港、澳門、台灣公民不包括在內。因此，中國、香港、澳門和台灣公民即使有美國永久居留權(綠卡)，也在美國工作十年以上，離開美國超過六個月社安退休金便會停止。其實只要您連續離開美國國境30天，便已經算是離開美國了，將來回到美國後要連續居住起碼30天才算回到美國。
2007-07-13,估計將來可拿多少退休金, 如何估計將來退休後，可以得到多少社會安全退休金？    社會安全局每年都會向二十五歲以上，有繳交社會安全金、尚未領取退休金人士一份報表。大家也可以向社安局要求提供一份SSA7004表格，或上網下載該表格，就可以向社安局申請一份社安報表。    另外一個估計退休金的方法，就是直接進入社安局的網址：www.ssa.gov然後點按「選擇退休金計算器」(CHOOSE A BENEFIT CALCULATOR)部份，便會見到有三種方法可以估計將來社安退休金金額。    第一種估計方法最簡單，只要放入個人的年齡及今年的總收入，社安局便會估計您以前及以後的收入，來估計將來可以獲得多少退休金；但該方法只屬粗略的估計。    第二種估計方法，是將個人過去收入等資料輸入網上，然後網上馬上為您估計將來的收入，再估計將來可獲得的退休金的金額。這個方法與您每年領取的報表上計算方法相同。   
2007-07-12,公司大量回購股票," 最近有好幾家大公司宣佈大量回購(BUYBACK)公司股票，包括JOHNSON & JOHNSON公司將動用100億元，回購5.5%已發行的股票；另一家石油公司CONOCO PHILIPS亦宣佈，將動用150億資金，去回購接近11%股票。近月宣佈動用100億資金作回購的公司，還包括﹕IBM，HOME DEPOT, WAL-MART等。              公司回購股票，導致減少股東資金與股數，對增加每一股盈利將有幫助。可是，公司將從盈利餘下來的資金不用作發展本身業務，亦即等於表明未有收益滿意的商業機會，與其讓資金留在公司賺取低利潤，倒不如趁機減少股東股本。              回購通常還有兩個作用。第一，可以在短期刺激股票價錢上升。第二，可以減低被惡意收購的風險。對現有股東來說，回購比派發股息可能更有稅務好處，因為股息是當年要付稅的收入，但即回購令股票價錢上升，只要股東繼續持有股票，是沒有任何稅務負擔的；即使股東決定將手上股票出售，資金增值稅率也可能比較低。              但回購是否對長期股價有利，則不是那麼明顯，畢竟影響長期股價最重要的因素，是公司的盈利前景，回購只有暫時和間接的作用。"
2007-07-11,「特別需要」信托, 有些父母家中有嚴重殘障的子女，需要特別照顧。父母在生的時候當然沒有問題，但父母都應該預早做一些安排，讓他們將來都不在時，這位子女依然得到妥善照顧。  第一件父母要安排的，是一個周全的遺囑，更佳的是利用生前信托。可是，這位子女大多有政府福利援助，因此，父母不應該輕易將產業由他繼承，以致影響他的政府援助。  在這個情況下，一定要找一位有這方面經驗的律師，為您在遺囑或生前信托內，指定將來父母都不在時，為這位子女成立一個「特別需要」信托 (SPECIAL NEED TRUST)；一個正確的「特別需要」信托，能讓這位子女在有特殊情況時動用信托內的資金，去得到經濟支持，但同時不會影響他領取政府援助的資格。這種信托是政府在九三年立法承認的。  除了財產的分配與經濟支持外，為這位子女訂立一個監護人(GUARDIAN)也是十分重要的，這位監護人可以同時是信托的信托人(TRUSTEE)。由於監護人權力很大，所以一定要找一位可信任的親人來擔任。  有這方面需要的父母，可到以下兩個網址參閱資料﹕WWW.SPECIALNEEDSALLIANCE.COM
2007-07-10,將淨值借貸的方法, 房屋的市場價值，減去房屋貸款，便是房屋的淨值(EQUITY)。有兩種方法，可以將房屋的淨值借出來。              第一個方法，是用淨值貸款。有時這個貸款可以以重新借貸的方式，即借貸金額包括歸還現有貸款的金額，再加上要加借的金額，稱為CASH OUT REFINANCE。亦可能只在原來貸款之上加借，稱為「第二按偈」貸款。淨值貸款可以用固定利率，分十五甚至三十年歸還，與第一貸款無異。              第二個方法，是用淨值信用額(EQUITY LINE OF CREDIT)，通常利率是浮動的，但借貸人可以隨時借貸，也可以隨時歸還，通常每個月只需要歸還利息。假如沒有借貸，便完全沒有利息。許多借貸機構都不收取任何手續費用。              對只需要作短期借貸的朋友，淨值信用額比較靈活方便，但利率比淨值貸款稍高。假如準備要將借貸金額分攤多年歸還，則還是選擇淨值貸款比較好。
2007-07-09,騙徒假冒PAYPAL行騙, 近年有一種詐騙新手法，是向登報賣車或其他值錢的物品，或有房屋出租的人埋手，其中牽涉到使用假銀行本票(Cashier’s Checks)。騙徒會與您聯絡，答應按您要求的價錢購買或租賃，但聲名他本人目前身在外國，所以需要在美國的朋友寄上一將銀行本票付款，由於要將安排將物品或汽車運到外國，所以本票金額超出價錢好幾千元。對方要求您在兌現了銀行本票之後，將超出的金額匯到外國帳戶。 您收到本票後到銀行存入帳戶，短期內便讓您作提取，您以為支票已經兌現，所以將超出的款項按指示匯到國外銀行帳戶，怎料一段時間過後，銀行通知說該本票是假的，所以要在您帳戶上扣除該筆存款。您匯出的錢當然無法追回。  最近一位讀者在互聯網出售物品，價錢為 $150，對方答應購買，並謂將透過PAYPAL將錢匯來，但聲明將多匯$100，請讀者收到錢後寄出貨品(到國外他的兒子讀書的地址)時，連同一張$100現金卡。幾小時後，讀者收到PAYPAL 電子郵件，告之$250已經存入帳戶，但讀者發覺雖然電子郵件很像由PAYPAL送出，但送出的電郵地址是假的，故沒有將貨品和現金卡寄出。
2007-07-06,免繳罰金填報方法, 您可能知道，有幾個特別情況，可以讓您在59歲半之前從「個人退休帳戶」作提取，而避免繳付10%罰金。這些情況包括﹕首次買屋(一生中可作一萬元免罰金提取)、支付大學教育費用、身體完全殘障、支付收入7.5%以上的醫療費用等。              但由於您從退休帳戶作提取，管理帳戶的機構必須向您發出一份1099-R表格，表格上第七項列出提取的原因，通常管理機構都會自動填上CODE 1，即表明需要付提前領取罰金。最近有讀者準備用提取的金額作首次買屋，但管理帳戶的機構照樣堅持填上CODE 1，即使讀者再三申訴，也不肯填上CODE 2(即無需付罰金的提取)。讀者的會計師表示，1099-R表格假如是用CODE 1便一定要付罰金。              其實，管理機構填上CODE 1是可以理解的，因為它不能確定您取得款項後，是否真的會用來作首次購屋。但即使1099-R第七項填上CODE 1，也可以在報稅時用一份5329表格，在第二行以首次購屋作為理由，去免除繳納10%罰金。
2007-07-05,本州學費資格,大學生只有有美國居留權，或者是美國公民，都有資格申請大學教育經濟援助(FINANCIAL AID)，每個人都要起碼遞交FAFSA 表格。可是，政府假設學生每年所需的學費金額，是以本州學費(IN-STATE TUITION)計算，可是，有些學生是不符合本州學費資格的，他們雖然都有機會獲得經濟援助，但由於他們要付外州學費，經濟援助往往不足夠支付。              為甚麼這些學生即使住在該州，也可能沒有資格享受本州學費呢？原來有些州在決定是否給予學生本州學費資格，不單是要看學生本身是否居住在州內，亦要看學生家長(父母)是否本州居民，和是否有在該州工作賺取收入和報稅。這個規定是防止學生被父母留在某個州讀書，而父母本身則居住在其他州，甚至居住在外國。              在加州，只要學生年齡在24歲以下，必須父母亦是加州居民，學生才可以享受本州學費，除非學生可以提供證據，自己一向有能力負擔自己生活和教育費用，不必由父母支付。一般學生需要有一萬元以上年收入，才有機會證明自己是經濟獨立。不能提供證據者，便極可能被要求付出州外學費。
2007-07-04,出租物業費用扣稅,"擁有出租物業的朋友，都會知道與該物業有關的費用，都有可能放入SCHEDULE E內，去抵消租金收入，這些費用包括﹕貸款利息、物業稅、保險、水電、與出租和找尋租客有關的費用(包括﹕廣告費用)、管理費、維修費用等，連業主開車到出租物業的汽車費用也可以扣稅。此外，還可以將房屋的成本(不包括土地)分27年半折舊(DEPRECIATE)，折舊的費用亦可用來抵消租金收入。              但有時業主要作一些比較規模大的維收或改建，在稅例上「修理」(REPAIR)與「改建」（IMPROVEMENT）是不同的。前者是修理或收補物業損毀，事後對物業的價值或「壽命」沒有重大影響，例子是﹕房子內外油漆、通溝渠、修補屋頂、修理門窗等。這些費用可以放入SCHEDULE E，去減低租金收入。              可是，有些比較重大的改建工程，便是IMPROVEMENT, 對房子價值或「壽命」有正面影響，例子包括﹕將整個屋頂更換、加建房間、安裝防盜系統、新的熱水爐、地毯、安裝濾水器等。這些都不能在當年全部扣稅，必需要每年扣一小部份，與房屋本身有關的，是分27.5年折舊，其他與房屋分開的器具，則有比較短的折舊期。"
2007-07-03,贈予常識,"美國納稅人接受贈與(GIFT)，不論贈予人是美國居民或公民，抑或是外國人，不論禮物的價值多高，也不區禮物是現金或房地產，都一律不當是收入，所以無需付任何稅款。假如贈予人是美國居民或公民，受贈者連申報也不需要。唯一的例外情況，是假如贈予人是外國人，在一年內接受贈予的價值超過十萬美元，國稅款局規定受贈人需要申報，用的表格是第3520號。請注意，這個規定只是一個申報的要求，受贈人無需付任何稅款。  一般大家聽到有關「贈予稅」(GIFT TAX)的規則，都是由贈予人去遵守，並不是由受贈人去遵守。假如贈予人是外國人，而贈予的物品在外國(例如﹕由國外匯入款項)，則贈予人不受美國稅法管制，亦即不論贈予價值多高，都沒有申報的需要，也沒有贈予稅的問題，但假如外國人將自己在美國的物業作贈送，便要按美國稅例辦理，外國人只有每年每個受贈人$12,000的免稅金額，超出的贈予金額都有贈予稅。  美國納稅人每年可以贈送不超過$12,000價值的禮物給任何人，包括美國居民或公民，亦包括外國人。 超過這個金額便要用709號稅表，去用遺產免稅額去抵消超過$12,000的贈予金額。"
2007-07-02,調整預繳稅金額,
2007-06-29,配偶社安福利問題,
2007-06-28,資金增值免稅例子,"最近在本節目中提到，2008年只要收入在15%稅率範圍內，有些納稅人不必為長期資金增值(LONG TERM CAPITAL GAIN)繳稅，我接到不少聽眾查詢這個稅例，其中最常見的誤會，是以為只要普通收入不超過15%稅率範圍，便可以享受這個免稅優惠，他們忘記了長期資金增值也屬於收入，所以必須將資金增值金額也放在收入之內，去決定是否超過15%稅率範圍。              舉個例子，假如夫婦稅前收入是五萬元，但有一萬五千元存入公司的401-K退休儲蓄計劃，即報稅時總收入是三萬五千元。再假定該夫婦共有一萬五千元個人免稅額和扣稅額，要付稅的收入便是二萬元。2008年的稅表仍未公佈，根據2007年稅表，夫婦15%稅率的最高收入金額是$63,700。既然他們的要付稅收入是二萬元，即他們在2008年可以有$43,700 無需付稅的長期資金增值收入。              假如這對夫婦2008年出售投資物業，賺了$143,700長期資金增值收入，$43,700是免稅的，其餘十萬元資金增值收入，便需要付15%聯邦稅。              不要忘記，這個稅務優惠只限聯邦報稅表，住在有州稅的納稅人，要為資金增值付稅，通常都是當為普通收入付稅，沒有一個較低的「長期資金增值」稅率。"
2007-06-27,聯儲政策令人費解,聯邦儲備局控制短期利率，作為調整美國經濟增長與通貨膨漲率的主要工具，故其決策對美國經濟甚至股票都有影響。              近期從聯儲局開會記錄，以及要員的公開講話中看到，聯儲局最擔心的是通膨，並表明將用任何措施防止與打擊通膨。言下之意，是不惜推高利率去制止通膨升高。  通貨膨漲固然可怕，可是，近年美國的通膨率甚低，近期即使能源價格上升，但「核心指數」(CORE INDEX)仍然很低，令通膨指數儲蓄債券（I-BOND)的利率也降低了。換句話說，美國近年未見到任何通貨膨漲上升的跡象，故聯儲局對通膨如臨大敵的態度是有點費解的。  另一方面，美國經濟增長率已經明顯地放緩，零七年首季經濟增長率只有0.6%，加上房地產仍未復蘇，經濟增長率全年可能只有2-3%，比世界其他主要的國家為低。假如聯儲局真的為了防止通膨而加息，經濟增長更不容易了。  在這個「下藥不對症」的情況下，股市轉弱是相當可能的，起碼價錢波幅會增大，投資者應該維持審慎態度，不要被近期指數高漲沖昏頭腦。
2007-06-26,未婚男女共同買屋,年輕的男女朋友有時會共同投資，有時甚至一起共同購買物業，以為反正將來是夫婦，無分彼此。可惜，有時世事難以預料，後來關係破裂，往往產生許多爭議和麻煩。              一對共同購買物業的年輕男女，男方付出大部份首期和供款，但產權以「互繼共有權」(JOINT TENANCY)方式擁有，等於每個人擁有一半。一段時間之後，兩個人分手，男方亦已經結婚，一直住在這個物業，但產權仍是兩個人的名字。如今物業已經增值不少，男方要將物業出售，當然需要兩個人簽名，但男方只願退還女方幾年前付出的首期金額，女方則認為房屋已經增值，她也應該獲得增值的一部份，男方將幾年來付出的貸款供款、地稅、保險、維修等費用列出來，證明增值其實並不存在，目前兩個人還在爭議中，希望不必對薄公堂。              另一對在分手時已經由女方簽下「退名契」(QUIT CLAIM DEED)，即承認自退出產權。男方幾年後賣屋，產權保險公司要求女方簽字證明該「退名契」的確是自願簽署，女方不肯合作，結果男方無法順利完成交收手續。
2007-06-25,離開雇主退休金的處理,當您離開現在的雇主，不論是任何理由，您都要為自己的401K退休儲蓄作決定。            第一個選擇，是將帳戶的資金取出來。但稅例規定，一旦雇主將帳戶資金交到您手，必定要從當中扣起20%預繳稅(WITHHOLDING TAX)，因此，您收到的只是帳戶資金的八成。假如您收到錢之後六十天內不將資金存入個人退休帳戶(IRA)，全部金額便要放入當年報稅表當收入繳稅，此外，假如您年齡在55歲以下，還要付10%罰金。        第二個選擇，是將帳戶資金在六十內存入IRA，或轉入新雇主的退休帳戶，好處是沒有稅金或罰金，並可以繼續以延稅方式作投資。假如像上述是由雇主將儲蓄交給您，您依然要將100%資金存入IRA或新雇主的退休帳戶，亦即要自己先放入20%，將來報稅時才取回20%。假如不自己先付20%，這部份便會被當為提取，亦需要繳付稅金和罰金。            最佳的選擇，是要求雇主直接將資金匯到IRA帳戶，或到新雇主的退休帳戶，這樣可以避免稅金和罰金，也可以避免20%預繳稅。
2007-06-22,學生收入是否會影響經援？,大學生假如在夏天或課餘工作賺取收入，是否會影響教育經費援助(FINANCIAL AID)呢？          在申請大學教育經濟援助時，家長和學生的收入都要填在FAFSA表格上，家長本身的收入當然是決定經濟援助最重要的因素，但學生的收入也可能有影響的。            假如學生是透過大學的「半工讀」(WORK STUDY)計劃賺取收入，這些收入便對經濟援助沒有影響；其實這個計劃通常是屬於經濟援助的一部分，在FAFSA表格上雖然要將收入填上，但卻可以填在WORKSHEET C，在計算援助金額時會從收入當中扣除，即對援助金額完全沒有影響。            可是，假如學生是自行做工賺取工資，這些收入便可能有影響。但每個學生都有一個收入豁免額，目前大約是二千八百元，即低於這個金額的工資是不會影響經濟援助。但假如收入超過這個金額，除非父母的收入相當低(二萬元或以下)，學生的收入超過豁免額都可能會減低經濟援助，每兩元超過豁免額的收入，可能會減少經濟援助一元。
2007-06-21,租車時是否要買保險,當您租車的時候，租車公司通常都會問您，是否要購買保險。保險保障主要分為二種，第一種是「額外責任保障」(Supplemental Liability Coverage)；第二種是「汽車損毀保障」(Loss Damage Waiver)，每一種保障每天可能要十多元保費。  「額外責任保障」，是在租車公司本身提供的責任保障金額之上，購買額外的保障，金額通常是一百萬元，作用是萬一由於您錯誤而導致交通意外時，有足夠的保障金額，去賠償對方人體受傷醫療費用和汽車損毀的修理費用。可是，假如您自己本身有汽車保險，保單上的責任保障是在租車時也有效的，所以未必需要另外購買。可是，假如您沒有汽車保險，那便要考慮在租車時購買責任保障。 「汽車損毀保障」，作用是萬一發生交通意外，或者汽車被偷去時，去賠償租車公司的損失。嚴格來說，這個保障不是保險，而是免除被租車公司追討的保障。同樣地，假如您自己已經有汽車保險，保險包括撞車Collision保障，便不需另外購買保險。此外，不少信用卡亦有提供租車損毀保障，但您一定要用那張信用卡去租車，才有這項保障。  建議大家在租車之前，先向自己的保險代理查詢清楚。
2007-06-20,為小孩子購買人壽保險,應不應該為小孩子購買人壽保險，有兩個不同的看法。贊成的人指出，孩子年紀少，保費相當低，所花無己，假如理用可儲蓄和投資的終生壽險，還可以為他準備將來大學教育經費，一舉兩得。此外，一旦為他開始購買了壽險，將來不論他身體狀況如何，保險公司都不能取消保險，所以是終生為他安排了保障。            反對為小孩購買保險的人指出，人壽保險最重要的功用，是為依靠受保人過生活的家人，在萬一受保人不在時，能夠獲得一筆賠償金去維持生活，既然沒有人依靠小孩過生活，這個保障便是多餘的。此外，孩子將來買不到壽險的機會甚低；保險內每年都有收費用，故利用壽險作為儲蓄或投資工具並不聰明，應該等到孩子成年，有壽險需要時才購買不遲。            這兩種看法大家可以自己考慮和衡量，我個人 (和不少主流社會財務顧問) 的看法，是比較贊成不應該為孩子購買保險，但卻極其贊成作為父母者，購買充足的壽險去保障家人。
2007-06-19,ACORN貸款計劃,有一家名為ACORN的非牟利機構，由1970年開始，與大銀行聯合向首次買屋者提供優惠貸款計劃，目前在許多州(包括加州、紐約州，新澤西州和德州)都有分部。              每一個州的ACORN貸款計劃都不同，但其目標都是協助首次買屋者置業，在加州花旗銀行(CITIBANK)和美國銀行(BANK OF AMERICA)都有提供ACORN 貸款計劃。根據美國銀行資料，「首次買屋」定義相當寬鬆，只要申請貸款時手上沒有擁有物業便符合資格。但申請人的全家收入不能超過該城市中間收入(MEDIAN INCOME)的140%，貸款金額也不能超過五十萬元。              符合要求者，除了信用條件比較寬鬆之外，利率也比一般房屋貸款低，頭款(DOWN PAYMENT)要求也相當低，甚至幾乎可以借到百分之一百屋價，而且沒有購買「貸款保險」的要求。貸款費用方面，也只是一千元左右，對有些首次置業者，這個貸款是值得考慮的。              要得到ACORN貸款計劃的詳細資料，可與花旗銀行或美國銀行聯絡，亦可以直接到ACORN的網站去取得資料，網址是WWW.ACORNHOUSING.ORG   
2007-06-18,30天內要通知追數公司,當您欠信用卡貸款或其他帳單，通常銀行或者公司都會向您發出付款通知書，如果您仍不付款，就可能會交由追數公司代勞，亦會將欠賬情況通知信用記錄公司。追數公司在與您初步聯絡後，一定要在五天內向您發信要求付款，信上要清楚列出欠款金額和債主名稱。  有時您可能沒有欠賬，或欠賬金額不符，一旦收到追數公司信件，您千萬不要置之不理。聯邦公平債務追收條例規定，您在收到追數信件三十天內，有權以書面通知追數公司不承認全部或部份債務，並要求追數公司提供債務證明。假如您沒有在三十天內回覆追數公司，等於承認了該筆欠賬，將來再否認便很困難。  當追數公司接到信件時，要馬上停止任何追數行動，並在三十天內向您提出債務證明。當然假如不能提供充份證明時，再不能向您追收。  該法案亦給予您權利去要求對方停止與您接觸，您一旦以口頭或書面通知，追數公司便不可再騷擾您。不過，對方有權繼續循法律途徑要求還款。
2007-06-15,將股息「再投資」,股票共同基金(STOCK MUTUAL FUND) 也會派發股息(DIVIDEND)的，因為共同基金裡面的股票可能會派發股息，基金收到股息之後，每年在最後一個季度都會將這些股息派發給基金股東。              這些股息是屬於收入，股東需要放在報稅表上申報，除非該共同基金是屬於退休帳戶。有些股東選擇收取現金，基金公司或經紀行便會將股息存入基金帳戶或寄發支票。亦有些股東選擇不收取現金，而預先要求基金公司或經紀行將股息購買基金，即所謂「再投資」(REINVEST)。不論選擇現金或「再投資」，只要帳戶不是退休帳戶，股息一樣要當為收入報稅。              由於這些股息已經在當年繳稅，選擇「再投資」的朋友，將來賣出基金時要小心計算基金成本，必須將這些已經繳稅的股息加上基金成本，去減低資金增值或增加資金虧蝕，以免繳納雙重稅金。故此，基金投資者需要保留股息記錄。              將來假如只將部份基金出售，在計算成本時便相當麻煩，所以將基金「再投資」往往會為將來報稅產生一些麻煩。
2007-06-14,股息派發日子,股息(DIVIDEND)是由上市公司向股東派發，但股票每天都在市場上買賣，如何知道自己手上的股票是否會獲得公司派發的股息呢？              有幾個日子是投資者必須留意的，第一個日子是「股息宣佈日」（DECLARATION DATE），通常是公司宣佈業績的同一天，對收取股息本身沒有太大意義。第二個日子是「股息除清日」(EX-DIVIDEND DATE)，通常是「記錄日」(RECORD DATE)之前兩個商業日。這兩個日子對收取股息極其重要，因為股東要收到股息，必須在「記錄日」當天或之前已經在公司的股東記錄上。              假如您買入股票，由於「交割」(SETTLEMENT)通常需要交易日後兩個工作天才能完成，故必須在「股息除清日」之前買入，才能夠在「記錄日」被列在公司股東記錄上。假如在「股息除清日」當天或之後購入股票，便不會獲得股息。              同樣，要賣出手上的股票，假如在「股息除清日」之前賣出，您便連股息都一起賣出，因為股息將會歸於買方；假如在「股息除清日」當日或之後賣出，股息便歸於您。
2007-06-13,考慮直接持有債券,
2007-06-12,屋主應該買「產權保險」嗎？,
2007-06-11,非房屋產權轉移,"一旦將子女名字加入房地產產權，便已經完成了贈與手續；可是，其他非房地產資產(如﹕銀行帳戶、股票帳戶，儲蓄債券等)即使加入子女為共同擁有人，也未算為贈與。換句話說，房地產產權轉移與銀行或股票帳戶擁有權轉移的規則不同。 
在稅例上，產權轉移手續必須完成才算是贈與，假如只將子女名字加上銀行或股票帳戶，父母卻依然保留帳戶擁有權和提取權，產權轉移手續便未算完成，即仍然沒有作贈與。假如父母不幸離世，該資產依然歸入遺產範圍內。 
什麼時候產權轉移手續才算完成呢？答案是﹕當子女從帳戶內作提取時，贈與才算完成。 
有些老人家只有銀行或股票帳戶，為了方便將來子女承繼，亦考慮到萬一自己不能處理帳戶時，可馬上由子女代勞，於是將子女加入帳戶，這樣做不產生贈與，也沒有任何稅務麻煩，但要注意的，就是子女可隨時從帳戶中作提取，不必通知父母，也不必父母同意。"
